id,sample,click,question,confidence,chosen_answer,confidence_recoded,n_clicks,actual_answer,grade,mode,type,is_attention,page,same
13,4,14,14,1,0,2,1,0,1,3,16,0,3,0
198,4,14,7,4,1,2,2,0,0,5,9,0,2,0
32,3,14,9,2,0,1,1,0,1,3,9,0,2,0
132,5,14,11,1,0,2,1,0,1,4,9,0,2,0
255,5,14,12,5,1,3,2,1,1,1,7,1,2,1
180,7,14,9,4,1,2,1,1,1,2,11,0,2,1
291,4,14,16,0,0,3,1,0,1,5,13,1,3,0
187,8,14,12,1,0,2,1,0,1,2,9,0,2,0
272,4,14,13,0,0,3,1,1,0,1,15,0,3,1
168,5,14,9,2,0,1,2,1,0,2,10,0,2,1
78,1,14,7,3,1,1,1,1,1,4,11,0,2,1
133,9,14,13,0,0,3,1,0,1,1,18,0,3,0
197,2,14,14,1,0,2,1,0,1,3,18,0,3,0
161,2,14,11,5,1,3,2,1,1,1,7,1,2,1
37,7,14,9,5,1,3,1,1,1,3,11,0,2,1
166,6,14,14,5,1,3,1,1,1,1,17,0,3,1
68,8,14,14,1,0,2,1,0,1,3,18,0,3,0
238,4,14,12,4,1,2,2,1,1,5,7,1,2,1
277,6,14,12,5,1,3,1,1,1,1,10,0,2,1
225,7,14,10,1,0,2,1,1,0,3,10,0,2,1
77,2,14,13,1,0,2,1,1,0,1,17,0,3,1
267,8,14,14,0,0,3,1,0,1,1,18,0,3,0
1142,9,14,14,0,0,3,1,0,1,4,13,1,3,0
167,8,14,11,4,1,2,1,0,0,3,8,0,2,0
247,9,14,12,1,0,2,1,0,1,5,8,0,2,0
281,6,14,18,0,0,3,1,1,0,5,15,0,3,1
1001,4,14,14,2,0,1,1,0,1,3,16,0,3,0
231,1,14,10,5,1,3,1,1,1,3,12,0,2,1
58,8,14,10,4,1,2,1,1,1,5,11,0,2,1
284,5,14,13,4,1,2,1,0,0,5,16,0,3,0
96,5,14,10,1,0,2,2,0,1,3,8,0,2,0
41,1,14,18,0,0,3,1,0,1,3,16,0,3,0
143,7,14,8,5,1,3,1,1,1,2,12,0,2,1
146,7,14,11,2,0,1,2,0,1,4,9,0,2,0
62,3,14,10,4,1,2,1,1,1,5,12,0,2,1
261,10,14,11,5,1,3,1,1,1,1,10,0,2,1
24,4,14,9,3,1,1,1,1,1,1,10,0,2,1
173,3,14,13,0,0,3,1,0,1,1,13,1,3,0
97,3,14,10,1,0,2,2,1,0,1,12,0,2,1
126,8,14,9,4,1,2,1,1,1,4,7,1,2,1
16,3,14,14,2,0,1,1,0,1,4,18,0,3,0
17,10,14,13,1,0,2,1,0,1,5,16,0,3,0
70,1,14,10,0,0,3,1,1,0,1,12,0,2,1
42,3,14,14,0,0,3,1,0,1,5,18,0,3,0
1004,8,14,12,2,0,1,1,0,1,3,9,0,2,0
271,10,14,12,5,1,3,1,0,0,1,9,0,2,0
39,5,14,10,1,0,2,2,0,1,4,8,0,2,0
232,9,14,12,2,0,1,1,0,1,3,8,0,2,0
1020,3,14,14,1,0,2,1,0,1,4,18,0,3,0
278,7,14,13,5,1,3,1,1,1,3,15,0,3,1
35,4,14,12,5,1,3,1,1,1,3,7,1,2,1
228,2,14,8,4,1,2,2,1,1,2,10,0,2,1
287,10,15,8,1,0,2,1,1,0,5,11,0,2,1
6,4,15,15,5,1,3,1,1,1,1,17,0,3,1
502,6,15,14,5,1,3,2,1,1,4,17,0,3,1
262,1,15,14,0,0,3,1,0,1,5,14,0,3,0
47,3,15,13,0,0,3,1,0,1,2,13,1,3,0
242,2,15,13,3,1,1,1,1,1,5,17,0,3,1
29,1,15,14,0,0,3,1,0,1,5,14,0,3,0
137,9,15,12,2,0,1,2,0,1,4,8,0,2,0
80,10,15,13,1,0,2,1,0,1,2,16,0,3,0
1060,9,15,9,4,1,2,2,1,1,2,10,0,2,1
1141,7,15,15,0,0,3,1,0,1,4,18,0,3,0
27,6,15,13,2,0,1,1,0,1,2,18,0,3,0
226,10,15,13,1,0,2,2,0,1,5,16,0,3,0
98,2,15,15,1,0,2,1,0,1,4,16,0,3,0
239,6,15,13,0,0,3,1,0,1,2,18,0,3,0
5,10,15,14,0,0,3,1,0,1,3,14,0,3,0
288,8,15,14,0,0,3,1,0,1,2,18,0,3,0
203,9,15,12,0,0,3,1,0,1,5,8,0,2,0
30,2,15,18,0,0,3,1,0,1,1,13,1,3,0
154,5,15,13,3,1,1,2,0,0,4,16,0,3,0
268,9,15,17,0,0,3,1,0,1,1,14,0,3,0
83,8,15,11,0,0,3,2,0,1,2,8,0,2,0
19,7,15,14,5,1,3,1,1,1,1,17,0,3,1
162,5,15,14,0,0,3,1,0,1,3,18,0,3,0
1030,4,15,15,3,1,1,1,1,1,4,17,0,3,1
235,7,15,11,0,0,3,1,0,1,3,9,0,2,0
44,1,15,9,0,0,3,1,0,1,2,9,0,2,0
100,10,15,8,4,1,2,1,1,1,4,11,0,2,1
112,2,15,14,1,0,2,1,0,1,2,18,0,3,0
1050,8,15,14,0,0,3,1,0,1,4,18,0,3,0
1010,1,15,13,1,0,2,1,0,1,5,18,0,3,0
152,5,15,13,4,1,2,1,0,0,5,16,0,3,0
88,4,15,12,4,1,2,1,1,1,2,7,1,2,1
195,2,15,8,2,0,1,1,1,0,2,10,0,2,1
13,4,15,15,3,1,1,1,1,1,3,17,0,3,1
32,3,15,10,4,1,2,1,1,1,3,12,0,2,1
132,5,15,12,5,1,3,1,1,1,4,7,1,2,1
255,5,15,13,2,0,1,1,0,1,1,16,0,3,0
180,7,15,10,1,0,2,1,1,0,2,10,0,2,1
291,4,15,17,1,0,2,1,0,1,5,14,0,3,0
272,4,15,16,0,0,3,1,0,1,1,13,1,3,0
168,5,15,13,2,0,1,1,0,1,2,16,0,3,0
55,5,15,13,1,0,2,2,0,1,1,16,0,3,0
133,9,15,14,0,0,3,1,0,1,1,13,1,3,0
122,6,15,13,0,0,3,2,0,1,4,18,0,3,0
197,2,15,15,1,0,2,1,0,1,3,16,0,3,0
43,10,15,15,3,1,1,1,1,1,5,17,0,3,1
161,2,15,12,2,0,1,1,1,0,1,11,0,2,1
37,7,15,10,0,0,3,1,1,0,3,10,0,2,1
166,6,15,15,0,0,3,1,0,1,1,14,0,3,0
68,8,15,15,2,0,1,1,1,0,3,15,0,3,1
238,4,15,13,0,0,3,1,1,0,5,15,0,3,1
277,6,15,13,1,0,2,1,0,1,1,18,0,3,0
225,7,15,9,4,1,2,1,1,1,3,11,0,2,1
77,2,15,14,5,1,3,1,0,0,1,18,0,3,0
267,8,15,15,1,0,2,1,1,0,1,15,0,3,1
167,8,15,12,4,1,2,1,0,0,3,9,0,2,0
247,9,15,13,0,0,3,1,0,1,5,18,0,3,0
281,6,15,16,1,0,2,1,0,1,5,16,0,3,0
1001,4,15,15,0,0,3,1,1,0,3,17,0,3,1
26,6,15,11,1,0,2,2,0,1,5,8,0,2,0
231,1,15,13,0,0,3,1,0,1,3,18,0,3,0
58,8,15,18,5,1,3,1,1,1,5,17,0,3,1
284,5,15,18,1,0,2,1,1,0,5,15,0,3,1
96,5,15,9,4,1,2,1,1,1,3,10,0,2,1
143,7,15,9,4,1,2,1,1,1,2,11,0,2,1
146,7,15,12,4,1,2,1,1,1,4,7,1,2,1
173,3,15,17,5,1,3,1,1,1,1,15,0,3,1
97,3,15,13,0,0,3,1,0,1,1,13,1,3,0
126,8,15,13,1,0,2,1,0,1,4,16,0,3,0
16,3,15,15,2,0,1,1,1,0,4,17,0,3,1
17,10,15,15,3,1,1,1,1,1,5,17,0,3,1
70,1,15,11,0,0,3,1,0,1,1,8,0,2,0
1143,8,15,5,1,0,2,3,1,0,4,3,0,1,1
42,3,15,15,4,1,2,1,1,1,5,17,0,3,1
1004,8,15,13,1,0,2,1,0,1,3,16,0,3,0
39,5,15,11,1,0,2,1,0,1,4,9,0,2,0
232,9,15,13,0,0,3,1,0,1,3,18,0,3,0
1020,3,15,15,4,1,2,1,1,1,4,17,0,3,1
200,6,15,12,3,1,1,2,1,1,3,10,0,2,1
131,8,15,13,1,0,2,2,0,1,3,16,0,3,0
278,7,15,14,5,1,3,1,1,1,3,17,0,3,1
35,4,15,13,4,1,2,1,1,1,3,15,0,3,1
228,2,15,9,4,1,2,1,0,0,2,9,0,2,0
287,10,16,12,1,0,2,1,0,1,5,9,0,2,0
6,4,16,16,0,0,3,1,0,1,1,13,1,3,0
9,9,16,12,1,0,2,2,0,1,2,8,0,2,0
502,6,16,15,0,0,3,1,0,1,4,14,0,3,0
190,2,16,14,0,0,3,2,0,1,3,18,0,3,0
47,3,16,14,0,0,3,1,0,1,2,18,0,3,0
242,2,16,14,1,0,2,1,0,1,5,18,0,3,0
280,9,16,12,0,0,3,2,0,1,2,8,0,2,0
29,1,16,15,0,0,3,1,1,0,5,15,0,3,1
208,9,16,10,0,0,3,2,0,1,3,9,0,2,0
137,9,16,13,3,1,1,1,0,0,4,18,0,3,0
80,10,16,14,1,0,2,1,0,1,2,14,0,3,0
1060,9,16,13,0,0,3,1,0,1,2,18,0,3,0
1141,7,16,17,0,0,3,1,0,1,4,14,0,3,0
27,6,16,14,3,1,1,1,1,1,2,17,0,3,1
226,10,16,14,3,1,1,1,0,0,5,14,0,3,0
21,3,16,15,4,1,2,2,1,1,2,17,0,3,1
98,2,16,16,0,0,3,1,0,1,4,14,0,3,0
5,10,16,15,0,0,3,1,1,0,3,17,0,3,1
288,8,16,15,0,0,3,1,1,0,2,15,0,3,1
30,2,16,14,1,0,2,1,0,1,1,18,0,3,0
154,5,16,14,1,0,2,1,0,1,4,18,0,3,0
268,9,16,15,0,0,3,1,0,1,1,16,0,3,0
83,8,16,12,1,0,2,1,0,1,2,9,0,2,0
19,7,16,15,0,0,3,1,0,1,1,18,0,3,0
162,5,16,15,4,1,2,1,1,1,3,17,0,3,1
1030,4,16,16,0,0,3,1,0,1,4,13,1,3,0
235,7,16,12,5,1,3,1,1,1,3,7,1,2,1
44,1,16,13,0,0,3,1,0,1,2,18,0,3,0
34,5,16,14,2,0,1,2,0,1,2,18,0,3,0
112,2,16,16,1,0,2,1,0,1,2,14,0,3,0
1010,1,16,14,0,0,3,1,0,1,5,14,0,3,0
152,5,16,14,2,0,1,1,0,1,5,18,0,3,0
88,4,16,13,3,1,1,1,1,1,2,15,0,3,1
13,4,16,13,3,1,1,2,1,1,3,15,0,3,1
198,4,16,14,0,0,3,1,0,1,5,16,0,3,0
132,5,16,13,1,0,2,1,0,1,4,16,0,3,0
255,5,16,15,2,0,1,1,1,0,1,17,0,3,1
180,7,16,11,1,0,2,1,0,1,2,9,0,2,0
291,4,16,18,2,0,1,1,0,1,5,18,0,3,0
187,8,16,13,0,0,3,2,0,1,2,16,0,3,0
272,4,16,17,0,0,3,1,0,1,1,14,0,3,0
168,5,16,14,3,1,1,1,0,0,2,18,0,3,0
78,1,16,9,0,0,3,1,0,1,4,9,0,2,0
55,5,16,15,5,1,3,1,1,1,1,17,0,3,1
122,6,16,18,1,0,2,1,1,0,4,15,0,3,1
197,2,16,16,0,0,3,1,0,1,3,14,0,3,0
161,2,16,13,1,0,2,1,1,0,1,17,0,3,1
37,7,16,11,0,0,3,1,0,1,3,9,0,2,0
166,6,16,17,0,0,3,1,0,1,1,13,1,3,0
68,8,16,16,3,1,1,1,0,0,3,14,0,3,0
238,4,16,18,0,0,3,1,0,1,5,18,0,3,0
225,7,16,12,4,1,2,2,1,1,3,7,1,2,1
77,2,16,15,1,0,2,1,0,1,1,16,0,3,0
267,8,16,16,1,0,2,1,0,1,1,14,0,3,0
1142,9,16,15,0,0,3,2,0,1,4,16,0,3,0
167,8,16,13,1,0,2,1,0,1,3,16,0,3,0
247,9,16,14,0,0,3,1,0,1,5,13,1,3,0
281,6,16,15,0,0,3,1,0,1,5,14,0,3,0
1001,4,16,16,0,0,3,1,0,1,3,13,1,3,0
26,6,16,12,1,0,2,1,1,0,5,10,0,2,1
231,1,16,14,0,0,3,1,0,1,3,14,0,3,0
58,8,16,17,0,0,3,1,0,1,5,13,1,3,0
61,4,16,10,1,0,2,4,1,0,3,12,0,2,1
284,5,16,16,0,0,3,1,0,1,5,13,1,3,0
96,5,16,13,1,0,2,1,0,1,3,16,0,3,0
41,1,16,13,5,1,3,1,0,0,3,18,0,3,0
143,7,16,10,4,1,2,1,1,1,2,10,0,2,1
146,7,16,13,3,1,1,1,1,1,4,15,0,3,1
261,10,16,12,5,1,3,2,0,0,1,9,0,2,0
173,3,16,15,5,1,3,1,1,1,1,17,0,3,1
97,3,16,14,0,0,3,1,0,1,1,18,0,3,0
126,8,16,14,1,0,2,1,0,1,4,18,0,3,0
16,3,16,16,1,0,2,1,0,1,4,14,0,3,0
17,10,16,16,2,0,1,1,1,0,5,15,0,3,1
70,1,16,12,5,1,3,1,1,1,1,7,1,2,1
1143,8,16,8,3,1,1,1,1,1,4,12,0,2,1
42,3,16,16,2,0,1,1,0,1,5,14,0,3,0
1004,8,16,14,2,0,1,1,0,1,3,18,0,3,0
39,5,16,12,4,1,2,1,1,1,4,7,1,2,1
505,9,16,13,1,0,2,3,0,1,4,18,0,3,0
157,4,16,5,5,1,3,3,1,1,4,1,1,1,1
232,9,16,14,0,0,3,1,0,1,3,13,1,3,0
1020,3,16,16,0,0,3,1,0,1,4,14,0,3,0
200,6,16,13,1,0,2,1,0,1,3,18,0,3,0
278,7,16,15,0,0,3,1,0,1,3,18,0,3,0
35,4,16,14,1,0,2,1,0,1,3,16,0,3,0
228,2,16,10,2,0,1,1,1,0,2,12,0,2,1
287,10,17,18,0,0,3,1,0,1,5,13,1,3,0
6,4,17,17,0,0,3,1,0,1,1,14,0,3,0
9,9,17,13,0,0,3,1,0,1,2,18,0,3,0
502,6,17,16,1,0,2,1,0,1,4,16,0,3,0
262,1,17,16,0,0,3,1,0,1,5,13,1,3,0
47,3,17,15,5,1,3,1,1,1,2,17,0,3,1
242,2,17,15,1,0,2,1,0,1,5,16,0,3,0
29,1,17,16,0,0,3,1,0,1,5,13,1,3,0
137,9,17,14,0,0,3,1,0,1,4,13,1,3,0
80,10,17,15,5,1,3,1,1,1,2,17,0,3,1
1060,9,17,14,0,0,3,1,0,1,2,13,1,3,0
1141,7,17,18,5,1,3,1,0,0,4,16,0,3,0
27,6,17,15,1,0,2,1,0,1,2,14,0,3,0
226,10,17,15,2,0,1,1,1,0,5,17,0,3,1
21,3,17,16,1,0,2,1,0,1,2,14,0,3,0
98,2,17,18,0,0,3,1,0,1,4,13,1,3,0
239,6,17,15,0,0,3,2,0,1,2,14,0,3,0
5,10,17,16,0,0,3,1,1,0,3,15,0,3,1
203,9,17,14,0,0,3,1,0,1,5,13,1,3,0
154,5,17,15,0,0,3,1,1,0,4,17,0,3,1
268,9,17,16,0,0,3,1,1,0,1,17,0,3,1
83,8,17,13,0,0,3,1,0,1,2,16,0,3,0
19,7,17,16,0,0,3,1,0,1,1,13,1,3,0
162,5,17,16,0,0,3,1,0,1,3,13,1,3,0
1030,4,17,17,0,0,3,1,0,1,4,14,0,3,0
235,7,17,14,5,1,3,1,1,1,3,17,0,3,1
44,1,17,14,0,0,3,1,0,1,2,14,0,3,0
100,10,17,9,4,1,2,2,1,1,4,7,1,2,1
112,2,17,15,1,0,2,1,0,1,2,16,0,3,0
1050,8,17,15,2,0,1,2,1,0,4,15,0,3,1
1010,1,17,15,4,1,2,1,1,1,5,15,0,3,1
152,5,17,15,3,1,1,1,1,1,5,17,0,3,1
88,4,17,14,1,0,2,1,0,1,2,16,0,3,0
195,2,17,9,2,0,1,2,0,1,2,9,0,2,0
13,4,17,16,0,0,3,1,0,1,3,13,1,3,0
198,4,17,15,1,0,2,1,1,0,5,17,0,3,1
32,3,17,11,3,1,1,2,1,1,3,10,0,2,1
132,5,17,14,0,0,3,1,0,1,4,18,0,3,0
255,5,17,14,3,1,1,1,0,0,1,18,0,3,0
291,4,17,15,3,1,1,1,1,1,5,17,0,3,1
187,8,17,14,0,0,3,1,0,1,2,18,0,3,0
272,4,17,18,1,0,2,1,0,1,1,18,0,3,0
168,5,17,16,0,0,3,1,0,1,2,13,1,3,0
78,1,17,10,0,0,3,1,1,0,4,12,0,2,1
55,5,17,16,0,0,3,1,0,1,1,13,1,3,0
133,9,17,16,4,1,2,1,1,1,1,17,0,3,1
122,6,17,17,0,0,3,1,0,1,4,13,1,3,0
197,2,17,17,1,0,2,1,1,0,3,15,0,3,1
43,10,17,13,2,0,1,2,0,1,5,16,0,3,0
37,7,17,12,5,1,3,1,1,1,3,7,1,2,1
166,6,17,18,4,1,2,1,1,1,1,15,0,3,1
68,8,17,17,0,0,3,1,0,1,3,13,1,3,0
238,4,17,17,0,0,3,1,0,1,5,14,0,3,0
277,6,17,15,1,0,2,1,0,1,1,14,0,3,0
77,2,17,16,0,0,3,1,0,1,1,14,0,3,0
267,8,17,17,0,0,3,1,0,1,1,13,1,3,0
1142,9,17,16,4,1,2,1,1,1,4,17,0,3,1
167,8,17,14,1,0,2,1,0,1,3,18,0,3,0
281,6,17,13,1,0,2,1,0,1,5,18,0,3,0
1001,4,17,17,0,0,3,1,0,1,3,14,0,3,0
231,1,17,15,5,1,3,1,1,1,3,15,0,3,1
58,8,17,16,0,0,3,1,0,1,5,14,0,3,0
61,4,17,11,4,1,2,1,1,1,3,11,0,2,1
284,5,17,17,1,0,2,1,0,1,5,14,0,3,0
96,5,17,18,4,1,2,1,1,1,3,15,0,3,1
41,1,17,14,5,1,3,2,0,0,3,14,0,3,0
143,7,17,11,1,0,2,1,0,1,2,9,0,2,0
146,7,17,14,3,1,1,1,1,1,4,17,0,3,1
62,3,17,11,3,1,1,3,1,1,5,10,0,2,1
261,10,17,13,0,0,3,1,0,1,1,16,0,3,0
24,4,17,10,4,1,2,3,1,1,1,12,0,2,1
173,3,17,14,0,0,3,1,0,1,1,18,0,3,0
97,3,17,15,5,1,3,1,1,1,1,17,0,3,1
126,8,17,15,1,0,2,1,1,0,4,15,0,3,1
16,3,17,17,3,1,1,1,1,1,4,15,0,3,1
17,10,17,17,1,0,2,1,0,1,5,18,0,3,0
70,1,17,13,0,0,3,1,0,1,1,18,0,3,0
1143,8,17,12,1,0,2,1,0,1,4,9,0,2,0
42,3,17,18,5,1,3,1,0,0,5,16,0,3,0
1004,8,17,15,2,0,1,1,1,0,3,15,0,3,1
39,5,17,13,3,1,1,1,0,0,4,16,0,3,0
157,4,17,4,0,0,3,2,0,1,4,4,0,1,0
232,9,17,15,0,0,3,1,0,1,3,16,0,3,0
1020,3,17,17,0,0,3,1,1,0,4,15,0,3,1
131,8,17,14,1,0,2,2,0,1,3,18,0,3,0
278,7,17,16,0,0,3,1,0,1,3,13,1,3,0
228,2,17,11,4,1,2,1,1,1,2,7,1,2,1
287,10,18,17,0,0,3,1,0,1,5,18,0,3,0
9,9,18,14,1,0,2,1,0,1,2,13,1,3,0
502,6,18,17,0,0,3,1,0,1,4,13,1,3,0
262,1,18,17,4,1,2,2,1,1,5,17,0,3,1
47,3,18,16,1,0,2,1,0,1,2,14,0,3,0
242,2,18,16,1,0,2,1,0,1,5,14,0,3,0
280,9,18,13,0,0,3,2,0,1,2,18,0,3,0
29,1,18,17,0,0,3,1,1,0,5,17,0,3,1
208,9,18,11,1,0,2,2,1,0,3,12,0,2,1
137,9,18,15,2,0,1,1,0,1,4,16,0,3,0
80,10,18,16,1,0,2,1,1,0,2,15,0,3,1
1060,9,18,15,1,0,2,1,0,1,2,16,0,3,0
1141,7,18,16,0,0,3,1,0,1,4,13,1,3,0
27,6,18,17,1,0,2,1,0,1,2,13,1,3,0
226,10,18,16,3,1,1,1,1,1,5,15,0,3,1
21,3,18,17,5,1,3,1,1,1,2,15,0,3,1
258,1,18,11,2,0,1,4,0,1,1,8,0,2,0
98,2,18,17,1,0,2,1,1,0,4,15,0,3,1
5,10,18,17,0,0,3,1,0,1,3,18,0,3,0
288,8,18,16,1,0,2,2,0,1,2,14,0,3,0
154,5,18,16,0,0,3,1,0,1,4,13,1,3,0
268,9,18,18,5,1,3,1,1,1,1,15,0,3,1
83,8,18,14,0,0,3,1,0,1,2,18,0,3,0
19,7,18,17,0,0,3,1,0,1,1,14,0,3,0
162,5,18,17,0,0,3,1,0,1,3,14,0,3,0
1030,4,18,18,0,0,3,1,0,1,4,18,0,3,0
235,7,18,15,1,0,2,1,0,1,3,18,0,3,0
44,1,18,15,0,0,3,1,1,0,2,15,0,3,1
34,5,18,15,2,0,1,2,1,0,2,17,0,3,1
112,2,18,17,3,1,1,1,1,1,2,15,0,3,1
1050,8,18,16,1,0,2,1,0,1,4,14,0,3,0
1010,1,18,16,0,0,3,1,0,1,5,13,1,3,0
152,5,18,16,1,0,2,1,0,1,5,13,1,3,0
85,1,18,12,3,1,1,5,1,1,4,7,1,2,1
88,4,18,15,2,0,1,1,1,0,2,17,0,3,1
195,2,18,10,3,1,1,1,1,1,2,12,0,2,1
13,4,18,17,1,0,2,1,0,1,3,14,0,3,0
198,4,18,16,0,0,3,1,0,1,5,13,1,3,0
132,5,18,15,3,1,1,1,1,1,4,17,0,3,1
180,7,18,12,0,0,3,2,1,0,2,7,1,2,1
272,4,18,15,1,0,2,1,1,0,1,17,0,3,1
55,5,18,17,5,1,3,1,0,0,1,14,0,3,0
133,9,18,15,1,0,2,2,0,1,1,16,0,3,0
122,6,18,15,0,0,3,1,0,1,4,14,0,3,0
197,2,18,18,0,0,3,1,0,1,3,13,1,3,0
43,10,18,14,2,0,1,1,0,1,5,14,0,3,0
161,2,18,15,2,0,1,1,0,1,1,16,0,3,0
37,7,18,14,5,1,3,1,1,1,3,17,0,3,1
166,6,18,16,0,0,3,1,0,1,1,16,0,3,0
68,8,18,18,5,1,3,1,1,1,3,17,0,3,1
238,4,18,14,2,0,1,1,0,1,5,16,0,3,0
277,6,18,16,1,0,2,1,0,1,1,16,0,3,0
225,7,18,14,4,1,2,1,1,1,3,17,0,3,1
77,2,18,17,5,1,3,1,1,1,1,15,0,3,1
267,8,18,18,5,1,3,1,1,1,1,17,0,3,1
1142,9,18,17,0,0,3,1,0,1,4,14,0,3,0
167,8,18,15,1,0,2,1,1,0,3,15,0,3,1
247,9,18,18,1,0,2,1,1,0,5,15,0,3,1
281,6,18,14,3,1,1,1,1,1,5,17,0,3,1
1001,4,18,18,2,0,1,1,0,1,3,18,0,3,0
26,6,18,13,1,0,2,2,0,1,5,18,0,3,0
231,1,18,16,0,0,3,1,0,1,3,13,1,3,0
58,8,18,15,0,0,3,1,1,0,5,15,0,3,1
61,4,18,12,5,1,3,1,1,1,3,7,1,2,1
284,5,18,15,4,1,2,1,1,1,5,17,0,3,1
96,5,18,16,0,0,3,1,0,1,3,13,1,3,0
143,7,18,12,5,1,3,1,1,1,2,7,1,2,1
146,7,18,15,1,0,2,1,0,1,4,18,0,3,0
24,4,18,11,3,1,1,1,1,1,1,11,0,2,1
173,3,18,16,1,0,2,1,0,1,1,14,0,3,0
126,8,18,18,1,0,2,1,1,0,4,17,0,3,1
16,3,18,18,1,0,2,1,0,1,4,16,0,3,0
17,10,18,18,0,0,3,1,0,1,5,13,1,3,0
70,1,18,14,0,0,3,1,0,1,1,14,0,3,0
1143,8,18,11,0,0,3,1,0,1,4,8,0,2,0
42,3,18,17,2,0,1,1,1,0,5,15,0,3,1
271,10,18,13,1,0,2,4,0,1,1,16,0,3,0
39,5,18,14,1,0,2,1,0,1,4,18,0,3,0
505,9,18,14,0,0,3,2,0,1,4,13,1,3,0
232,9,18,16,5,1,3,1,1,1,3,17,0,3,1
1020,3,18,18,0,0,3,1,0,1,4,16,0,3,0
131,8,18,15,1,0,2,1,1,0,3,15,0,3,1
278,7,18,17,0,0,3,1,0,1,3,14,0,3,0
35,4,18,15,2,0,1,2,1,0,3,17,0,3,1
228,2,18,12,3,1,1,1,1,1,2,11,0,2,1
287,10,19,16,4,1,2,1,1,1,5,15,0,3,1
6,4,19,18,1,0,2,2,0,1,1,18,0,3,0
9,9,19,15,1,0,2,1,0,1,2,16,0,3,0
502,6,19,18,4,1,2,1,1,1,4,15,0,3,1
262,1,19,18,0,0,3,1,0,1,5,16,0,3,0
190,2,19,16,4,1,2,2,0,0,3,14,0,3,0
47,3,19,17,0,0,3,1,1,0,2,15,0,3,1
242,2,19,17,1,0,2,1,1,0,5,15,0,3,1
280,9,19,14,0,0,3,1,0,1,2,13,1,3,0
29,1,19,18,0,0,3,1,0,1,5,16,0,3,0
208,9,19,12,0,0,3,1,0,1,3,8,0,2,0
137,9,19,16,2,0,1,1,1,0,4,17,0,3,1
80,10,19,17,1,0,2,1,0,1,2,18,0,3,0
1060,9,19,16,3,1,1,1,1,1,2,17,0,3,1
1141,7,19,19,5,1,3,1,1,1,4,24,0,4,1
27,6,19,16,1,0,2,1,0,1,2,16,0,3,0
226,10,19,17,1,0,2,1,0,1,5,18,0,3,0
21,3,19,18,3,1,1,1,0,0,2,16,0,3,0
258,1,19,12,5,1,3,1,1,1,1,7,1,2,1
98,2,19,19,0,0,3,1,0,1,4,20,0,4,0
5,10,19,18,0,0,3,1,0,1,3,13,1,3,0
288,8,19,17,0,0,3,1,0,1,2,13,1,3,0
30,2,19,15,1,0,2,3,0,1,1,16,0,3,0
154,5,19,17,0,0,3,1,0,1,4,14,0,3,0
268,9,19,19,0,0,3,1,0,1,1,20,0,4,0
83,8,19,15,0,0,3,1,1,0,2,15,0,3,1
19,7,19,18,0,0,3,1,0,1,1,16,0,3,0
1030,4,19,19,3,1,1,1,1,1,4,24,0,4,1
235,7,19,16,0,0,3,1,0,1,3,13,1,3,0
44,1,19,16,0,0,3,1,0,1,2,13,1,3,0
34,5,19,16,0,0,3,1,0,1,2,13,1,3,0
112,2,19,18,0,0,3,1,0,1,2,13,1,3,0
1050,8,19,18,0,0,3,1,1,0,4,17,0,3,1
1010,1,19,17,1,0,2,1,1,0,5,17,0,3,1
152,5,19,17,2,0,1,1,0,1,5,14,0,3,0
85,1,19,13,1,0,2,1,0,1,4,18,0,3,0
88,4,19,16,0,0,3,1,0,1,2,13,1,3,0
13,4,19,18,1,0,2,1,0,1,3,18,0,3,0
198,4,19,17,0,0,3,1,0,1,5,14,0,3,0
32,3,19,12,1,0,2,2,0,1,3,8,0,2,0
132,5,19,16,0,0,3,1,0,1,4,13,1,3,0
255,5,19,16,0,0,3,2,0,1,1,13,1,3,0
180,7,19,13,1,0,2,1,1,0,2,15,0,3,1
272,4,19,14,1,0,2,1,0,1,1,16,0,3,0
168,5,19,17,1,0,2,2,0,1,2,14,0,3,0
78,1,19,12,3,1,1,1,1,1,4,7,1,2,1
55,5,19,18,5,1,3,1,1,1,1,15,0,3,1
133,9,19,17,0,0,3,1,0,1,1,14,0,3,0
122,6,19,16,1,0,2,1,0,1,4,16,0,3,0
197,2,19,19,1,0,2,1,0,1,3,20,0,4,0
43,10,19,17,2,0,1,1,0,1,5,18,0,3,0
161,2,19,14,2,0,1,2,0,1,1,18,0,3,0
37,7,19,15,0,0,3,1,0,1,3,18,0,3,0
166,6,19,19,0,0,3,1,0,1,1,20,0,4,0
68,8,19,19,5,1,3,1,1,1,3,21,0,4,1
238,4,19,15,1,0,2,1,1,0,5,17,0,3,1
277,6,19,17,1,0,2,1,0,1,1,13,1,3,0
225,7,19,16,0,0,3,1,0,1,3,13,1,3,0
77,2,19,18,0,0,3,1,0,1,1,13,1,3,0
267,8,19,19,5,1,3,1,1,1,1,21,0,4,1
1142,9,19,18,0,0,3,1,1,0,4,15,0,3,1
167,8,19,16,4,1,2,1,0,0,3,14,0,3,0
247,9,19,17,1,0,2,1,0,1,5,14,0,3,0
281,6,19,19,0,0,3,1,0,1,5,20,0,4,0
1001,4,19,19,4,1,2,1,1,1,3,24,0,4,1
26,6,19,14,1,0,2,1,1,0,5,17,0,3,1
58,8,19,14,0,0,3,1,0,1,5,18,0,3,0
